tile,repetition,codec,preset,qp,height,time
fireplace5.y4m,0,hevc_nvenc,p6,38,320,4.53
fireplace5.y4m,1,hevc_nvenc,p6,38,320,4.508
fireplace5.y4m,2,hevc_nvenc,p6,38,320,4.529
fireplace5.y4m,3,hevc_nvenc,p6,38,320,4.497
fireplace5.y4m,4,hevc_nvenc,p6,38,320,4.479
fireplace5.y4m,0,hevc_nvenc,p6,40,0,16.212
fireplace5.y4m,1,hevc_nvenc,p6,40,0,16.209
fireplace5.y4m,2,hevc_nvenc,p6,40,0,16.21
fireplace5.y4m,3,hevc_nvenc,p6,40,0,16.209
fireplace5.y4m,4,hevc_nvenc,p6,40,0,16.211
fireplace5.y4m,0,hevc_nvenc,p6,40,320,4.534
fireplace5.y4m,1,hevc_nvenc,p6,40,320,4.508
fireplace5.y4m,2,hevc_nvenc,p6,40,320,4.503
fireplace5.y4m,3,hevc_nvenc,p6,40,320,4.496
fireplace5.y4m,4,hevc_nvenc,p6,40,320,4.493
fireplace5.y4m,0,hevc_nvenc,p7,18,0,17.998
fireplace5.y4m,1,hevc_nvenc,p7,18,0,18.0
fireplace5.y4m,2,hevc_nvenc,p7,18,0,17.99
fireplace5.y4m,3,hevc_nvenc,p7,18,0,17.99
fireplace5.y4m,4,hevc_nvenc,p7,18,0,17.989
fireplace5.y4m,0,hevc_nvenc,p7,18,320,4.916
fireplace5.y4m,1,hevc_nvenc,p7,18,320,4.892
fireplace5.y4m,2,hevc_nvenc,p7,18,320,4.924
fireplace5.y4m,3,hevc_nvenc,p7,18,320,4.902
fireplace5.y4m,4,hevc_nvenc,p7,18,320,4.914
fireplace5.y4m,0,hevc_nvenc,p7,20,0,18.006
fireplace5.y4m,1,hevc_nvenc,p7,20,0,17.992
fireplace5.y4m,2,hevc_nvenc,p7,20,0,17.989
fireplace5.y4m,3,hevc_nvenc,p7,20,0,17.989
fireplace5.y4m,4,hevc_nvenc,p7,20,0,17.987
fireplace5.y4m,0,hevc_nvenc,p7,20,320,4.903
fireplace5.y4m,1,hevc_nvenc,p7,20,320,4.897
fireplace5.y4m,2,hevc_nvenc,p7,20,320,4.922
fireplace5.y4m,3,hevc_nvenc,p7,20,320,4.892
fireplace5.y4m,4,hevc_nvenc,p7,20,320,4.911
fireplace5.y4m,0,hevc_nvenc,p7,22,0,17.987
fireplace5.y4m,1,hevc_nvenc,p7,22,0,17.99
fireplace5.y4m,2,hevc_nvenc,p7,22,0,17.989
fireplace5.y4m,3,hevc_nvenc,p7,22,0,17.989
fireplace5.y4m,4,hevc_nvenc,p7,22,0,17.99
fireplace5.y4m,0,hevc_nvenc,p7,22,320,4.905
fireplace5.y4m,1,hevc_nvenc,p7,22,320,4.9
fireplace5.y4m,2,hevc_nvenc,p7,22,320,4.912
fireplace5.y4m,3,hevc_nvenc,p7,22,320,4.904
fireplace5.y4m,4,hevc_nvenc,p7,22,320,4.906
fireplace5.y4m,0,hevc_nvenc,p7,24,0,17.99
fireplace5.y4m,1,hevc_nvenc,p7,24,0,17.989
fireplace5.y4m,2,hevc_nvenc,p7,24,0,17.99
fireplace5.y4m,3,hevc_nvenc,p7,24,0,17.988
fireplace5.y4m,4,hevc_nvenc,p7,24,0,17.987
fireplace5.y4m,0,hevc_nvenc,p7,24,320,4.91
fireplace5.y4m,1,hevc_nvenc,p7,24,320,4.906
fireplace5.y4m,2,hevc_nvenc,p7,24,320,4.911
fireplace5.y4m,3,hevc_nvenc,p7,24,320,4.904
fireplace5.y4m,4,hevc_nvenc,p7,24,320,4.921
fireplace5.y4m,0,hevc_nvenc,p7,26,0,17.988
fireplace5.y4m,1,hevc_nvenc,p7,26,0,17.989
fireplace5.y4m,2,hevc_nvenc,p7,26,0,17.989
fireplace5.y4m,3,hevc_nvenc,p7,26,0,17.988
fireplace5.y4m,4,hevc_nvenc,p7,26,0,17.991
fireplace5.y4m,0,hevc_nvenc,p7,26,320,4.895
fireplace5.y4m,1,hevc_nvenc,p7,26,320,4.89
fireplace5.y4m,2,hevc_nvenc,p7,26,320,4.928
fireplace5.y4m,3,hevc_nvenc,p7,26,320,4.886
fireplace5.y4m,4,hevc_nvenc,p7,26,320,4.913
fireplace5.y4m,0,hevc_nvenc,p7,28,0,17.989
fireplace5.y4m,1,hevc_nvenc,p7,28,0,17.988
fireplace5.y4m,2,hevc_nvenc,p7,28,0,17.988
fireplace5.y4m,3,hevc_nvenc,p7,28,0,17.989
fireplace5.y4m,4,hevc_nvenc,p7,28,0,17.991
fireplace5.y4m,0,hevc_nvenc,p7,28,320,4.92
fireplace5.y4m,1,hevc_nvenc,p7,28,320,4.917
fireplace5.y4m,2,hevc_nvenc,p7,28,320,4.897
fireplace5.y4m,3,hevc_nvenc,p7,28,320,4.917
fireplace5.y4m,4,hevc_nvenc,p7,28,320,4.916
fireplace5.y4m,0,hevc_nvenc,p7,30,0,17.989
fireplace5.y4m,1,hevc_nvenc,p7,30,0,17.987
fireplace5.y4m,2,hevc_nvenc,p7,30,0,17.988
fireplace5.y4m,3,hevc_nvenc,p7,30,0,17.988
fireplace5.y4m,4,hevc_nvenc,p7,30,0,17.988
fireplace5.y4m,0,hevc_nvenc,p7,30,320,4.908
fireplace5.y4m,1,hevc_nvenc,p7,30,320,4.908
fireplace5.y4m,2,hevc_nvenc,p7,30,320,4.92
fireplace5.y4m,3,hevc_nvenc,p7,30,320,4.9
fireplace5.y4m,4,hevc_nvenc,p7,30,320,4.919
fireplace5.y4m,0,hevc_nvenc,p7,32,0,17.992
fireplace5.y4m,1,hevc_nvenc,p7,32,0,17.991
fireplace5.y4m,2,hevc_nvenc,p7,32,0,17.994
fireplace5.y4m,3,hevc_nvenc,p7,32,0,17.99
fireplace5.y4m,4,hevc_nvenc,p7,32,0,17.989
fireplace5.y4m,0,hevc_nvenc,p7,32,320,4.915
fireplace5.y4m,1,hevc_nvenc,p7,32,320,4.887
fireplace5.y4m,2,hevc_nvenc,p7,32,320,4.898
fireplace5.y4m,3,hevc_nvenc,p7,32,320,4.904
fireplace5.y4m,4,hevc_nvenc,p7,32,320,4.915
fireplace5.y4m,0,hevc_nvenc,p7,34,0,17.986
fireplace5.y4m,1,hevc_nvenc,p7,34,0,17.987
fireplace5.y4m,2,hevc_nvenc,p7,34,0,17.989
fireplace5.y4m,3,hevc_nvenc,p7,34,0,17.99
fireplace5.y4m,4,hevc_nvenc,p7,34,0,17.99
fireplace5.y4m,0,hevc_nvenc,p7,34,320,4.92
fireplace5.y4m,1,hevc_nvenc,p7,34,320,4.9
fireplace5.y4m,2,hevc_nvenc,p7,34,320,4.91
fireplace5.y4m,3,hevc_nvenc,p7,34,320,4.907
fireplace5.y4m,4,hevc_nvenc,p7,34,320,4.892
fireplace5.y4m,0,hevc_nvenc,p7,36,0,17.991
fireplace5.y4m,1,hevc_nvenc,p7,36,0,17.991
fireplace5.y4m,2,hevc_nvenc,p7,36,0,17.989
fireplace5.y4m,3,hevc_nvenc,p7,36,0,17.987
fireplace5.y4m,4,hevc_nvenc,p7,36,0,17.989
fireplace5.y4m,0,hevc_nvenc,p7,36,320,4.909
fireplace5.y4m,1,hevc_nvenc,p7,36,320,4.913
fireplace5.y4m,2,hevc_nvenc,p7,36,320,4.907
fireplace5.y4m,3,hevc_nvenc,p7,36,320,4.911
fireplace5.y4m,4,hevc_nvenc,p7,36,320,4.92
fireplace5.y4m,0,hevc_nvenc,p7,38,0,17.992
fireplace5.y4m,1,hevc_nvenc,p7,38,0,17.99
fireplace5.y4m,2,hevc_nvenc,p7,38,0,17.992
fireplace5.y4m,3,hevc_nvenc,p7,38,0,17.989
fireplace5.y4m,4,hevc_nvenc,p7,38,0,17.987
fireplace5.y4m,0,hevc_nvenc,p7,38,320,4.901
fireplace5.y4m,1,hevc_nvenc,p7,38,320,4.908
fireplace5.y4m,2,hevc_nvenc,p7,38,320,4.916
fireplace5.y4m,3,hevc_nvenc,p7,38,320,4.905
fireplace5.y4m,4,hevc_nvenc,p7,38,320,4.907
fireplace5.y4m,0,hevc_nvenc,p7,40,0,17.991
fireplace5.y4m,1,hevc_nvenc,p7,40,0,17.989
fireplace5.y4m,2,hevc_nvenc,p7,40,0,17.989
fireplace5.y4m,3,hevc_nvenc,p7,40,0,17.989
fireplace5.y4m,4,hevc_nvenc,p7,40,0,17.987
fireplace5.y4m,0,hevc_nvenc,p7,40,320,4.908
fireplace5.y4m,1,hevc_nvenc,p7,40,320,4.907
fireplace5.y4m,2,hevc_nvenc,p7,40,320,4.913
fireplace5.y4m,3,hevc_nvenc,p7,40,320,4.906
fireplace5.y4m,4,hevc_nvenc,p7,40,320,4.918
fireplace5.y4m,0,h264_nvenc,p1,18,0,5.14
fireplace5.y4m,1,h264_nvenc,p1,18,0,5.102
fireplace5.y4m,2,h264_nvenc,p1,18,0,5.135
fireplace5.y4m,3,h264_nvenc,p1,18,0,5.125
fireplace5.y4m,4,h264_nvenc,p1,18,0,5.106
fireplace5.y4m,0,h264_nvenc,p1,18,320,3.985
fireplace5.y4m,1,h264_nvenc,p1,18,320,4.135
fireplace5.y4m,2,h264_nvenc,p1,18,320,4.183
fireplace5.y4m,3,h264_nvenc,p1,18,320,3.929
fireplace5.y4m,4,h264_nvenc,p1,18,320,4.285
fireplace5.y4m,0,h264_nvenc,p1,20,0,5.104
fireplace5.y4m,1,h264_nvenc,p1,20,0,5.12
fireplace5.y4m,2,h264_nvenc,p1,20,0,5.143
fireplace5.y4m,3,h264_nvenc,p1,20,0,5.121
fireplace5.y4m,4,h264_nvenc,p1,20,0,5.141
fireplace5.y4m,0,h264_nvenc,p1,20,320,3.766
fireplace5.y4m,1,h264_nvenc,p1,20,320,3.829
fireplace5.y4m,2,h264_nvenc,p1,20,320,3.975
fireplace5.y4m,3,h264_nvenc,p1,20,320,4.141
fireplace5.y4m,4,h264_nvenc,p1,20,320,3.69
fireplace5.y4m,0,h264_nvenc,p1,22,0,5.136
fireplace5.y4m,1,h264_nvenc,p1,22,0,5.105
fireplace5.y4m,2,h264_nvenc,p1,22,0,5.104
fireplace5.y4m,3,h264_nvenc,p1,22,0,5.132
fireplace5.y4m,4,h264_nvenc,p1,22,0,5.102
fireplace5.y4m,0,h264_nvenc,p1,22,320,3.989
fireplace5.y4m,1,h264_nvenc,p1,22,320,4.181
fireplace5.y4m,2,h264_nvenc,p1,22,320,3.934
fireplace5.y4m,3,h264_nvenc,p1,22,320,4.023
fireplace5.y4m,4,h264_nvenc,p1,22,320,3.937
fireplace5.y4m,0,h264_nvenc,p1,24,0,5.185
fireplace5.y4m,1,h264_nvenc,p1,24,0,5.105
fireplace5.y4m,2,h264_nvenc,p1,24,0,5.085
fireplace5.y4m,3,h264_nvenc,p1,24,0,5.104
fireplace5.y4m,4,h264_nvenc,p1,24,0,5.147
fireplace5.y4m,0,h264_nvenc,p1,24,320,4.071
fireplace5.y4m,1,h264_nvenc,p1,24,320,3.876
fireplace5.y4m,2,h264_nvenc,p1,24,320,3.965
fireplace5.y4m,3,h264_nvenc,p1,24,320,4.271
fireplace5.y4m,4,h264_nvenc,p1,24,320,3.912
fireplace5.y4m,0,h264_nvenc,p1,26,0,5.143
fireplace5.y4m,1,h264_nvenc,p1,26,0,5.128
fireplace5.y4m,2,h264_nvenc,p1,26,0,5.114
fireplace5.y4m,3,h264_nvenc,p1,26,0,5.113
fireplace5.y4m,4,h264_nvenc,p1,26,0,5.129
fireplace5.y4m,0,h264_nvenc,p1,26,320,3.825
fireplace5.y4m,1,h264_nvenc,p1,26,320,3.821
fireplace5.y4m,2,h264_nvenc,p1,26,320,4.346
fireplace5.y4m,3,h264_nvenc,p1,26,320,4.017
fireplace5.y4m,4,h264_nvenc,p1,26,320,3.842
fireplace5.y4m,0,h264_nvenc,p1,28,0,5.102
fireplace5.y4m,1,h264_nvenc,p1,28,0,5.133
fireplace5.y4m,2,h264_nvenc,p1,28,0,5.111
fireplace5.y4m,3,h264_nvenc,p1,28,0,5.116
fireplace5.y4m,4,h264_nvenc,p1,28,0,5.119
fireplace5.y4m,0,h264_nvenc,p1,28,320,4.07
fireplace5.y4m,1,h264_nvenc,p1,28,320,4.091
fireplace5.y4m,2,h264_nvenc,p1,28,320,4.012
fireplace5.y4m,3,h264_nvenc,p1,28,320,3.776
fireplace5.y4m,4,h264_nvenc,p1,28,320,4.074
fireplace5.y4m,0,h264_nvenc,p1,30,0,5.156
fireplace5.y4m,1,h264_nvenc,p1,30,0,5.111
fireplace5.y4m,2,h264_nvenc,p1,30,0,5.117
fireplace5.y4m,3,h264_nvenc,p1,30,0,5.111
fireplace5.y4m,4,h264_nvenc,p1,30,0,5.106
fireplace5.y4m,0,h264_nvenc,p1,30,320,4.071
fireplace5.y4m,1,h264_nvenc,p1,30,320,4.111
fireplace5.y4m,2,h264_nvenc,p1,30,320,3.988
fireplace5.y4m,3,h264_nvenc,p1,30,320,4.113
fireplace5.y4m,4,h264_nvenc,p1,30,320,4.243
fireplace5.y4m,0,h264_nvenc,p1,32,0,5.172
fireplace5.y4m,1,h264_nvenc,p1,32,0,5.107
fireplace5.y4m,2,h264_nvenc,p1,32,0,5.123
fireplace5.y4m,3,h264_nvenc,p1,32,0,5.133
fireplace5.y4m,4,h264_nvenc,p1,32,0,5.102
fireplace5.y4m,0,h264_nvenc,p1,32,320,3.917
fireplace5.y4m,1,h264_nvenc,p1,32,320,4.217
fireplace5.y4m,2,h264_nvenc,p1,32,320,3.989
fireplace5.y4m,3,h264_nvenc,p1,32,320,3.933
fireplace5.y4m,4,h264_nvenc,p1,32,320,4.259
fireplace5.y4m,0,h264_nvenc,p1,34,0,5.133
fireplace5.y4m,1,h264_nvenc,p1,34,0,5.123
fireplace5.y4m,2,h264_nvenc,p1,34,0,5.134
fireplace5.y4m,3,h264_nvenc,p1,34,0,5.111
fireplace5.y4m,4,h264_nvenc,p1,34,0,5.147
fireplace5.y4m,0,h264_nvenc,p1,34,320,4.003
fireplace5.y4m,1,h264_nvenc,p1,34,320,4.171
fireplace5.y4m,2,h264_nvenc,p1,34,320,4.027
fireplace5.y4m,3,h264_nvenc,p1,34,320,4.2
fireplace5.y4m,4,h264_nvenc,p1,34,320,3.934
fireplace5.y4m,0,h264_nvenc,p1,36,0,5.109
fireplace5.y4m,1,h264_nvenc,p1,36,0,5.119
fireplace5.y4m,2,h264_nvenc,p1,36,0,5.102
fireplace5.y4m,3,h264_nvenc,p1,36,0,5.12
fireplace5.y4m,4,h264_nvenc,p1,36,0,5.107
fireplace5.y4m,0,h264_nvenc,p1,36,320,4.1
fireplace5.y4m,1,h264_nvenc,p1,36,320,4.105
fireplace5.y4m,2,h264_nvenc,p1,36,320,4.254
fireplace5.y4m,3,h264_nvenc,p1,36,320,3.937
fireplace5.y4m,4,h264_nvenc,p1,36,320,3.888
fireplace5.y4m,0,h264_nvenc,p1,38,0,5.135
fireplace5.y4m,1,h264_nvenc,p1,38,0,5.092
fireplace5.y4m,2,h264_nvenc,p1,38,0,5.079
fireplace5.y4m,3,h264_nvenc,p1,38,0,5.096
fireplace5.y4m,4,h264_nvenc,p1,38,0,5.108
fireplace5.y4m,0,h264_nvenc,p1,38,320,4.001
fireplace5.y4m,1,h264_nvenc,p1,38,320,4.007
fireplace5.y4m,2,h264_nvenc,p1,38,320,4.043
fireplace5.y4m,3,h264_nvenc,p1,38,320,4.212
fireplace5.y4m,4,h264_nvenc,p1,38,320,4.032
fireplace5.y4m,0,h264_nvenc,p1,40,0,5.109
fireplace5.y4m,1,h264_nvenc,p1,40,0,5.123
fireplace5.y4m,2,h264_nvenc,p1,40,0,5.09
fireplace5.y4m,3,h264_nvenc,p1,40,0,5.105
fireplace5.y4m,4,h264_nvenc,p1,40,0,5.11
fireplace5.y4m,0,h264_nvenc,p1,40,320,3.649
fireplace5.y4m,1,h264_nvenc,p1,40,320,3.979
fireplace5.y4m,2,h264_nvenc,p1,40,320,4.243
fireplace5.y4m,3,h264_nvenc,p1,40,320,3.909
fireplace5.y4m,4,h264_nvenc,p1,40,320,3.99
fireplace5.y4m,0,h264_nvenc,p2,18,0,5.374
fireplace5.y4m,1,h264_nvenc,p2,18,0,5.352
fireplace5.y4m,2,h264_nvenc,p2,18,0,5.346
fireplace5.y4m,3,h264_nvenc,p2,18,0,5.322
fireplace5.y4m,4,h264_nvenc,p2,18,0,5.353
fireplace5.y4m,0,h264_nvenc,p2,18,320,4.092
fireplace5.y4m,1,h264_nvenc,p2,18,320,4.036
fireplace5.y4m,2,h264_nvenc,p2,18,320,3.761
fireplace5.y4m,3,h264_nvenc,p2,18,320,4.156
fireplace5.y4m,4,h264_nvenc,p2,18,320,3.999
fireplace5.y4m,0,h264_nvenc,p2,20,0,5.378
fireplace5.y4m,1,h264_nvenc,p2,20,0,5.377
fireplace5.y4m,2,h264_nvenc,p2,20,0,5.336
fireplace5.y4m,3,h264_nvenc,p2,20,0,5.341
fireplace5.y4m,4,h264_nvenc,p2,20,0,5.366
fireplace5.y4m,0,h264_nvenc,p2,20,320,4.008
fireplace5.y4m,1,h264_nvenc,p2,20,320,3.929
fireplace5.y4m,2,h264_nvenc,p2,20,320,4.177
fireplace5.y4m,3,h264_nvenc,p2,20,320,4.22
fireplace5.y4m,4,h264_nvenc,p2,20,320,3.843
fireplace5.y4m,0,h264_nvenc,p2,22,0,5.392
fireplace5.y4m,1,h264_nvenc,p2,22,0,5.344
fireplace5.y4m,2,h264_nvenc,p2,22,0,5.349
fireplace5.y4m,3,h264_nvenc,p2,22,0,5.35
fireplace5.y4m,4,h264_nvenc,p2,22,0,5.344
fireplace5.y4m,0,h264_nvenc,p2,22,320,4.077
fireplace5.y4m,1,h264_nvenc,p2,22,320,3.942
fireplace5.y4m,2,h264_nvenc,p2,22,320,4.169
fireplace5.y4m,3,h264_nvenc,p2,22,320,3.852
fireplace5.y4m,4,h264_nvenc,p2,22,320,4.094
fireplace5.y4m,0,h264_nvenc,p2,24,0,5.346
fireplace5.y4m,1,h264_nvenc,p2,24,0,5.327
fireplace5.y4m,2,h264_nvenc,p2,24,0,5.358
fireplace5.y4m,3,h264_nvenc,p2,24,0,5.358
fireplace5.y4m,4,h264_nvenc,p2,24,0,5.353
fireplace5.y4m,0,h264_nvenc,p2,24,320,4.139
fireplace5.y4m,1,h264_nvenc,p2,24,320,4.044
fireplace5.y4m,2,h264_nvenc,p2,24,320,4.156
fireplace5.y4m,3,h264_nvenc,p2,24,320,4.107
fireplace5.y4m,4,h264_nvenc,p2,24,320,4.201
fireplace5.y4m,0,h264_nvenc,p2,26,0,5.338
fireplace5.y4m,1,h264_nvenc,p2,26,0,5.367
fireplace5.y4m,2,h264_nvenc,p2,26,0,5.317
fireplace5.y4m,3,h264_nvenc,p2,26,0,5.317
fireplace5.y4m,4,h264_nvenc,p2,26,0,5.368
fireplace5.y4m,0,h264_nvenc,p2,26,320,3.771
fireplace5.y4m,1,h264_nvenc,p2,26,320,4.429
fireplace5.y4m,2,h264_nvenc,p2,26,320,4.056
fireplace5.y4m,3,h264_nvenc,p2,26,320,3.995
fireplace5.y4m,4,h264_nvenc,p2,26,320,4.141
fireplace5.y4m,0,h264_nvenc,p2,28,0,5.352
fireplace5.y4m,1,h264_nvenc,p2,28,0,5.388
fireplace5.y4m,2,h264_nvenc,p2,28,0,5.334
fireplace5.y4m,3,h264_nvenc,p2,28,0,5.335
fireplace5.y4m,4,h264_nvenc,p2,28,0,5.334
fireplace5.y4m,0,h264_nvenc,p2,28,320,3.982
fireplace5.y4m,1,h264_nvenc,p2,28,320,4.036
fireplace5.y4m,2,h264_nvenc,p2,28,320,3.941
fireplace5.y4m,3,h264_nvenc,p2,28,320,4.213
fireplace5.y4m,4,h264_nvenc,p2,28,320,4.256
fireplace5.y4m,0,h264_nvenc,p2,30,0,5.369
fireplace5.y4m,1,h264_nvenc,p2,30,0,5.362
fireplace5.y4m,2,h264_nvenc,p2,30,0,5.392
fireplace5.y4m,3,h264_nvenc,p2,30,0,5.338
fireplace5.y4m,4,h264_nvenc,p2,30,0,5.327
fireplace5.y4m,0,h264_nvenc,p2,30,320,4.05
fireplace5.y4m,1,h264_nvenc,p2,30,320,3.848
fireplace5.y4m,2,h264_nvenc,p2,30,320,4.099
fireplace5.y4m,3,h264_nvenc,p2,30,320,4.051
fireplace5.y4m,4,h264_nvenc,p2,30,320,3.888
fireplace5.y4m,0,h264_nvenc,p2,32,0,5.35
fireplace5.y4m,1,h264_nvenc,p2,32,0,5.338
fireplace5.y4m,2,h264_nvenc,p2,32,0,5.356
fireplace5.y4m,3,h264_nvenc,p2,32,0,5.378
fireplace5.y4m,4,h264_nvenc,p2,32,0,5.467
fireplace5.y4m,0,h264_nvenc,p2,32,320,4.084
fireplace5.y4m,1,h264_nvenc,p2,32,320,3.939
fireplace5.y4m,2,h264_nvenc,p2,32,320,4.149
fireplace5.y4m,3,h264_nvenc,p2,32,320,4.015
fireplace5.y4m,4,h264_nvenc,p2,32,320,3.843
fireplace5.y4m,0,h264_nvenc,p2,34,0,5.331
fireplace5.y4m,1,h264_nvenc,p2,34,0,5.336
fireplace5.y4m,2,h264_nvenc,p2,34,0,5.345
fireplace5.y4m,3,h264_nvenc,p2,34,0,5.401
fireplace5.y4m,4,h264_nvenc,p2,34,0,5.345
fireplace5.y4m,0,h264_nvenc,p2,34,320,4.071
fireplace5.y4m,1,h264_nvenc,p2,34,320,4.225
fireplace5.y4m,2,h264_nvenc,p2,34,320,4.221
fireplace5.y4m,3,h264_nvenc,p2,34,320,3.721
fireplace5.y4m,4,h264_nvenc,p2,34,320,3.981
fireplace5.y4m,0,h264_nvenc,p2,36,0,5.339
fireplace5.y4m,1,h264_nvenc,p2,36,0,5.338
fireplace5.y4m,2,h264_nvenc,p2,36,0,5.339
fireplace5.y4m,3,h264_nvenc,p2,36,0,5.382
fireplace5.y4m,4,h264_nvenc,p2,36,0,5.326
fireplace5.y4m,0,h264_nvenc,p2,36,320,3.958
fireplace5.y4m,1,h264_nvenc,p2,36,320,3.882
fireplace5.y4m,2,h264_nvenc,p2,36,320,4.267
fireplace5.y4m,3,h264_nvenc,p2,36,320,4.275
fireplace5.y4m,4,h264_nvenc,p2,36,320,4.05
fireplace5.y4m,0,h264_nvenc,p2,38,0,5.34
fireplace5.y4m,1,h264_nvenc,p2,38,0,5.339
fireplace5.y4m,2,h264_nvenc,p2,38,0,5.361
fireplace5.y4m,3,h264_nvenc,p2,38,0,5.328
fireplace5.y4m,4,h264_nvenc,p2,38,0,5.327
fireplace5.y4m,0,h264_nvenc,p2,38,320,3.834
fireplace5.y4m,1,h264_nvenc,p2,38,320,4.132
fireplace5.y4m,2,h264_nvenc,p2,38,320,3.98
fireplace5.y4m,3,h264_nvenc,p2,38,320,3.813
fireplace5.y4m,4,h264_nvenc,p2,38,320,4.309
fireplace5.y4m,0,h264_nvenc,p2,40,0,5.342
fireplace5.y4m,1,h264_nvenc,p2,40,0,5.353
fireplace5.y4m,2,h264_nvenc,p2,40,0,5.343
fireplace5.y4m,3,h264_nvenc,p2,40,0,5.368
fireplace5.y4m,4,h264_nvenc,p2,40,0,5.36
fireplace5.y4m,0,h264_nvenc,p2,40,320,4.05
fireplace5.y4m,1,h264_nvenc,p2,40,320,4.402
fireplace5.y4m,2,h264_nvenc,p2,40,320,3.824
fireplace5.y4m,3,h264_nvenc,p2,40,320,4.163
fireplace5.y4m,4,h264_nvenc,p2,40,320,4.075
fireplace5.y4m,0,h264_nvenc,p3,18,0,5.446
fireplace5.y4m,1,h264_nvenc,p3,18,0,5.417
fireplace5.y4m,2,h264_nvenc,p3,18,0,5.415
fireplace5.y4m,3,h264_nvenc,p3,18,0,5.421
fireplace5.y4m,4,h264_nvenc,p3,18,0,5.393
fireplace5.y4m,0,h264_nvenc,p3,18,320,3.911
fireplace5.y4m,1,h264_nvenc,p3,18,320,4.287
fireplace5.y4m,2,h264_nvenc,p3,18,320,3.633
fireplace5.y4m,3,h264_nvenc,p3,18,320,3.838
fireplace5.y4m,4,h264_nvenc,p3,18,320,3.732
fireplace5.y4m,0,h264_nvenc,p3,20,0,5.409
fireplace5.y4m,1,h264_nvenc,p3,20,0,5.388
fireplace5.y4m,2,h264_nvenc,p3,20,0,5.398
fireplace5.y4m,3,h264_nvenc,p3,20,0,5.393
fireplace5.y4m,4,h264_nvenc,p3,20,0,5.401
fireplace5.y4m,0,h264_nvenc,p3,20,320,3.892
fireplace5.y4m,1,h264_nvenc,p3,20,320,3.951
fireplace5.y4m,2,h264_nvenc,p3,20,320,4.054
fireplace5.y4m,3,h264_nvenc,p3,20,320,4.206
fireplace5.y4m,4,h264_nvenc,p3,20,320,4.109
fireplace5.y4m,0,h264_nvenc,p3,22,0,5.401
fireplace5.y4m,1,h264_nvenc,p3,22,0,5.423
fireplace5.y4m,2,h264_nvenc,p3,22,0,5.438
fireplace5.y4m,3,h264_nvenc,p3,22,0,5.409
fireplace5.y4m,4,h264_nvenc,p3,22,0,5.427
fireplace5.y4m,0,h264_nvenc,p3,22,320,3.972
fireplace5.y4m,1,h264_nvenc,p3,22,320,4.034
fireplace5.y4m,2,h264_nvenc,p3,22,320,4.05
fireplace5.y4m,3,h264_nvenc,p3,22,320,3.903
fireplace5.y4m,4,h264_nvenc,p3,22,320,3.906
fireplace5.y4m,0,h264_nvenc,p3,24,0,5.393
fireplace5.y4m,1,h264_nvenc,p3,24,0,5.39
fireplace5.y4m,2,h264_nvenc,p3,24,0,5.409
fireplace5.y4m,3,h264_nvenc,p3,24,0,5.402
fireplace5.y4m,4,h264_nvenc,p3,24,0,5.389
fireplace5.y4m,0,h264_nvenc,p3,24,320,3.908
fireplace5.y4m,1,h264_nvenc,p3,24,320,4.272
fireplace5.y4m,2,h264_nvenc,p3,24,320,4.181
fireplace5.y4m,3,h264_nvenc,p3,24,320,4.113
fireplace5.y4m,4,h264_nvenc,p3,24,320,4.097
fireplace5.y4m,0,h264_nvenc,p3,26,0,5.395
fireplace5.y4m,1,h264_nvenc,p3,26,0,5.392
fireplace5.y4m,2,h264_nvenc,p3,26,0,5.434
fireplace5.y4m,3,h264_nvenc,p3,26,0,5.435
fireplace5.y4m,4,h264_nvenc,p3,26,0,5.455
fireplace5.y4m,0,h264_nvenc,p3,26,320,4.089
fireplace5.y4m,1,h264_nvenc,p3,26,320,3.933
fireplace5.y4m,2,h264_nvenc,p3,26,320,3.842
fireplace5.y4m,3,h264_nvenc,p3,26,320,4.132
fireplace5.y4m,4,h264_nvenc,p3,26,320,3.895
fireplace5.y4m,0,h264_nvenc,p3,28,0,5.407
fireplace5.y4m,1,h264_nvenc,p3,28,0,5.404
fireplace5.y4m,2,h264_nvenc,p3,28,0,5.403
fireplace5.y4m,3,h264_nvenc,p3,28,0,5.457
fireplace5.y4m,4,h264_nvenc,p3,28,0,5.407
fireplace5.y4m,0,h264_nvenc,p3,28,320,3.487
fireplace5.y4m,1,h264_nvenc,p3,28,320,4.259
fireplace5.y4m,2,h264_nvenc,p3,28,320,3.895
fireplace5.y4m,3,h264_nvenc,p3,28,320,3.812
fireplace5.y4m,4,h264_nvenc,p3,28,320,4.014
fireplace5.y4m,0,h264_nvenc,p3,30,0,5.394
fireplace5.y4m,1,h264_nvenc,p3,30,0,5.395
fireplace5.y4m,2,h264_nvenc,p3,30,0,5.408
fireplace5.y4m,3,h264_nvenc,p3,30,0,5.416
fireplace5.y4m,4,h264_nvenc,p3,30,0,5.395
fireplace5.y4m,0,h264_nvenc,p3,30,320,4.081
fireplace5.y4m,1,h264_nvenc,p3,30,320,3.828
fireplace5.y4m,2,h264_nvenc,p3,30,320,4.103
fireplace5.y4m,3,h264_nvenc,p3,30,320,4.189
fireplace5.y4m,4,h264_nvenc,p3,30,320,3.932
fireplace5.y4m,0,h264_nvenc,p3,32,0,5.415
