tile,repetition,codec,preset,qp,height,time
fireplace33.y4m,1,h264_nvenc,p7,30,0,18.642
fireplace33.y4m,2,h264_nvenc,p7,30,0,18.814
fireplace33.y4m,3,h264_nvenc,p7,30,0,18.65
fireplace33.y4m,4,h264_nvenc,p7,30,0,18.684
fireplace33.y4m,0,h264_nvenc,p7,30,320,5.037
fireplace33.y4m,1,h264_nvenc,p7,30,320,4.991
fireplace33.y4m,2,h264_nvenc,p7,30,320,4.98
fireplace33.y4m,3,h264_nvenc,p7,30,320,4.915
fireplace33.y4m,4,h264_nvenc,p7,30,320,4.962
fireplace33.y4m,0,h264_nvenc,p7,32,0,18.676
fireplace33.y4m,1,h264_nvenc,p7,32,0,18.698
fireplace33.y4m,2,h264_nvenc,p7,32,0,18.665
fireplace33.y4m,3,h264_nvenc,p7,32,0,18.666
fireplace33.y4m,4,h264_nvenc,p7,32,0,18.697
fireplace33.y4m,0,h264_nvenc,p7,32,320,4.979
fireplace33.y4m,1,h264_nvenc,p7,32,320,4.921
fireplace33.y4m,2,h264_nvenc,p7,32,320,4.967
fireplace33.y4m,3,h264_nvenc,p7,32,320,4.95
fireplace33.y4m,4,h264_nvenc,p7,32,320,4.926
fireplace33.y4m,0,h264_nvenc,p7,34,0,18.649
fireplace33.y4m,1,h264_nvenc,p7,34,0,18.649
fireplace33.y4m,2,h264_nvenc,p7,34,0,18.663
fireplace33.y4m,3,h264_nvenc,p7,34,0,18.681
fireplace33.y4m,4,h264_nvenc,p7,34,0,18.685
fireplace33.y4m,0,h264_nvenc,p7,34,320,4.942
fireplace33.y4m,1,h264_nvenc,p7,34,320,4.986
fireplace33.y4m,2,h264_nvenc,p7,34,320,4.997
fireplace33.y4m,3,h264_nvenc,p7,34,320,4.956
fireplace33.y4m,4,h264_nvenc,p7,34,320,4.904
fireplace33.y4m,0,h264_nvenc,p7,36,0,18.657
fireplace33.y4m,1,h264_nvenc,p7,36,0,18.667
fireplace33.y4m,2,h264_nvenc,p7,36,0,18.653
fireplace33.y4m,3,h264_nvenc,p7,36,0,18.655
fireplace33.y4m,4,h264_nvenc,p7,36,0,18.663
fireplace33.y4m,0,h264_nvenc,p7,36,320,4.977
fireplace33.y4m,1,h264_nvenc,p7,36,320,4.944
fireplace33.y4m,2,h264_nvenc,p7,36,320,5.002
fireplace33.y4m,3,h264_nvenc,p7,36,320,4.931
fireplace33.y4m,4,h264_nvenc,p7,36,320,4.891
fireplace33.y4m,0,h264_nvenc,p7,38,0,18.667
fireplace33.y4m,1,h264_nvenc,p7,38,0,18.649
fireplace33.y4m,2,h264_nvenc,p7,38,0,18.645
fireplace33.y4m,3,h264_nvenc,p7,38,0,18.677
fireplace33.y4m,4,h264_nvenc,p7,38,0,18.66
fireplace33.y4m,0,h264_nvenc,p7,38,320,4.91
fireplace33.y4m,1,h264_nvenc,p7,38,320,4.957
fireplace33.y4m,2,h264_nvenc,p7,38,320,4.91
fireplace33.y4m,3,h264_nvenc,p7,38,320,4.963
fireplace33.y4m,4,h264_nvenc,p7,38,320,4.99
fireplace33.y4m,0,h264_nvenc,p7,40,0,18.644
fireplace33.y4m,1,h264_nvenc,p7,40,0,18.601
fireplace33.y4m,2,h264_nvenc,p7,40,0,18.664
fireplace33.y4m,3,h264_nvenc,p7,40,0,18.666
fireplace33.y4m,4,h264_nvenc,p7,40,0,18.686
fireplace33.y4m,0,h264_nvenc,p7,40,320,4.908
fireplace33.y4m,1,h264_nvenc,p7,40,320,4.968
fireplace33.y4m,2,h264_nvenc,p7,40,320,4.931
fireplace33.y4m,3,h264_nvenc,p7,40,320,4.96
fireplace33.y4m,4,h264_nvenc,p7,40,320,4.956
suburb31.y4m,0,hevc_nvenc,p1,18,0,5.177
suburb31.y4m,1,hevc_nvenc,p1,18,0,5.183
suburb31.y4m,2,hevc_nvenc,p1,18,0,5.231
suburb31.y4m,3,hevc_nvenc,p1,18,0,5.134
suburb31.y4m,4,hevc_nvenc,p1,18,0,5.233
suburb31.y4m,0,hevc_nvenc,p1,18,320,4.652
suburb31.y4m,1,hevc_nvenc,p1,18,320,4.157
suburb31.y4m,2,hevc_nvenc,p1,18,320,4.177
suburb31.y4m,3,hevc_nvenc,p1,18,320,4.701
suburb31.y4m,4,hevc_nvenc,p1,18,320,4.041
suburb31.y4m,0,hevc_nvenc,p1,20,0,5.166
suburb31.y4m,1,hevc_nvenc,p1,20,0,5.17
suburb31.y4m,2,hevc_nvenc,p1,20,0,5.286
suburb31.y4m,3,hevc_nvenc,p1,20,0,5.18
suburb31.y4m,4,hevc_nvenc,p1,20,0,5.145
suburb31.y4m,0,hevc_nvenc,p1,20,320,4.772
suburb31.y4m,1,hevc_nvenc,p1,20,320,4.066
suburb31.y4m,2,hevc_nvenc,p1,20,320,4.037
suburb31.y4m,3,hevc_nvenc,p1,20,320,4.376
suburb31.y4m,4,hevc_nvenc,p1,20,320,4.365
suburb31.y4m,0,hevc_nvenc,p1,22,0,5.177
suburb31.y4m,1,hevc_nvenc,p1,22,0,5.147
suburb31.y4m,2,hevc_nvenc,p1,22,0,5.162
suburb31.y4m,3,hevc_nvenc,p1,22,0,5.154
suburb31.y4m,4,hevc_nvenc,p1,22,0,5.161
suburb31.y4m,0,hevc_nvenc,p1,22,320,4.129
suburb31.y4m,1,hevc_nvenc,p1,22,320,4.425
suburb31.y4m,2,hevc_nvenc,p1,22,320,3.886
suburb31.y4m,3,hevc_nvenc,p1,22,320,3.975
suburb31.y4m,4,hevc_nvenc,p1,22,320,4.455
suburb31.y4m,0,hevc_nvenc,p1,24,0,5.205
suburb31.y4m,1,hevc_nvenc,p1,24,0,5.207
suburb31.y4m,2,hevc_nvenc,p1,24,0,5.218
suburb31.y4m,3,hevc_nvenc,p1,24,0,5.182
suburb31.y4m,4,hevc_nvenc,p1,24,0,5.185
suburb31.y4m,0,hevc_nvenc,p1,24,320,4.143
suburb31.y4m,1,hevc_nvenc,p1,24,320,4.368
suburb31.y4m,2,hevc_nvenc,p1,24,320,4.351
suburb31.y4m,3,hevc_nvenc,p1,24,320,4.582
suburb31.y4m,4,hevc_nvenc,p1,24,320,4.343
suburb31.y4m,0,hevc_nvenc,p1,26,0,5.209
suburb31.y4m,1,hevc_nvenc,p1,26,0,5.202
suburb31.y4m,2,hevc_nvenc,p1,26,0,5.172
suburb31.y4m,3,hevc_nvenc,p1,26,0,5.174
suburb31.y4m,4,hevc_nvenc,p1,26,0,5.215
suburb31.y4m,0,hevc_nvenc,p1,26,320,4.116
suburb31.y4m,1,hevc_nvenc,p1,26,320,3.981
suburb31.y4m,2,hevc_nvenc,p1,26,320,4.559
suburb31.y4m,3,hevc_nvenc,p1,26,320,4.167
suburb31.y4m,4,hevc_nvenc,p1,26,320,4.31
suburb31.y4m,0,hevc_nvenc,p1,28,0,5.178
suburb31.y4m,1,hevc_nvenc,p1,28,0,5.196
suburb31.y4m,2,hevc_nvenc,p1,28,0,5.193
suburb31.y4m,3,hevc_nvenc,p1,28,0,5.202
suburb31.y4m,4,hevc_nvenc,p1,28,0,5.217
suburb31.y4m,0,hevc_nvenc,p1,28,320,4.077
suburb31.y4m,1,hevc_nvenc,p1,28,320,4.156
suburb31.y4m,2,hevc_nvenc,p1,28,320,4.232
suburb31.y4m,3,hevc_nvenc,p1,28,320,4.04
suburb31.y4m,4,hevc_nvenc,p1,28,320,4.181
suburb31.y4m,0,hevc_nvenc,p1,30,0,5.384
suburb31.y4m,1,hevc_nvenc,p1,30,0,5.183
suburb31.y4m,2,hevc_nvenc,p1,30,0,5.221
suburb31.y4m,3,hevc_nvenc,p1,30,0,5.195
suburb31.y4m,4,hevc_nvenc,p1,30,0,5.177
suburb31.y4m,0,hevc_nvenc,p1,30,320,4.468
suburb31.y4m,1,hevc_nvenc,p1,30,320,3.745
suburb31.y4m,2,hevc_nvenc,p1,30,320,4.331
suburb31.y4m,3,hevc_nvenc,p1,30,320,3.958
suburb31.y4m,4,hevc_nvenc,p1,30,320,4.246
suburb31.y4m,0,hevc_nvenc,p1,32,0,5.2
suburb31.y4m,1,hevc_nvenc,p1,32,0,5.224
suburb31.y4m,2,hevc_nvenc,p1,32,0,5.282
suburb31.y4m,3,hevc_nvenc,p1,32,0,5.188
suburb31.y4m,4,hevc_nvenc,p1,32,0,5.19
suburb31.y4m,0,hevc_nvenc,p1,32,320,4.461
suburb31.y4m,1,hevc_nvenc,p1,32,320,4.347
suburb31.y4m,2,hevc_nvenc,p1,32,320,3.673
suburb31.y4m,3,hevc_nvenc,p1,32,320,3.686
suburb31.y4m,4,hevc_nvenc,p1,32,320,4.366
suburb31.y4m,0,hevc_nvenc,p1,34,0,5.21
suburb31.y4m,1,hevc_nvenc,p1,34,0,5.194
suburb31.y4m,2,hevc_nvenc,p1,34,0,5.194
suburb31.y4m,3,hevc_nvenc,p1,34,0,5.194
suburb31.y4m,4,hevc_nvenc,p1,34,0,5.199
suburb31.y4m,0,hevc_nvenc,p1,34,320,4.227
suburb31.y4m,1,hevc_nvenc,p1,34,320,3.956
suburb31.y4m,2,hevc_nvenc,p1,34,320,4.158
suburb31.y4m,3,hevc_nvenc,p1,34,320,4.416
suburb31.y4m,4,hevc_nvenc,p1,34,320,4.048
suburb31.y4m,0,hevc_nvenc,p1,36,0,5.212
suburb31.y4m,1,hevc_nvenc,p1,36,0,5.221
suburb31.y4m,2,hevc_nvenc,p1,36,0,5.141
suburb31.y4m,3,hevc_nvenc,p1,36,0,5.26
suburb31.y4m,4,hevc_nvenc,p1,36,0,5.141
suburb31.y4m,0,hevc_nvenc,p1,36,320,4.375
suburb31.y4m,1,hevc_nvenc,p1,36,320,4.321
suburb31.y4m,2,hevc_nvenc,p1,36,320,4.143
suburb31.y4m,3,hevc_nvenc,p1,36,320,4.272
suburb31.y4m,4,hevc_nvenc,p1,36,320,4.241
suburb31.y4m,0,hevc_nvenc,p1,38,0,5.205
suburb31.y4m,1,hevc_nvenc,p1,38,0,5.192
suburb31.y4m,2,hevc_nvenc,p1,38,0,5.19
suburb31.y4m,3,hevc_nvenc,p1,38,0,5.191
suburb31.y4m,4,hevc_nvenc,p1,38,0,5.17
suburb31.y4m,0,hevc_nvenc,p1,38,320,4.394
suburb31.y4m,1,hevc_nvenc,p1,38,320,4.416
suburb31.y4m,2,hevc_nvenc,p1,38,320,4.146
suburb31.y4m,3,hevc_nvenc,p1,38,320,4.5
suburb31.y4m,4,hevc_nvenc,p1,38,320,4.463
suburb31.y4m,0,hevc_nvenc,p1,40,0,5.293
suburb31.y4m,1,hevc_nvenc,p1,40,0,5.204
suburb31.y4m,2,hevc_nvenc,p1,40,0,5.178
suburb31.y4m,3,hevc_nvenc,p1,40,0,5.256
suburb31.y4m,4,hevc_nvenc,p1,40,0,5.187
suburb31.y4m,0,hevc_nvenc,p1,40,320,3.854
suburb31.y4m,1,hevc_nvenc,p1,40,320,4.501
suburb31.y4m,2,hevc_nvenc,p1,40,320,4.229
suburb31.y4m,3,hevc_nvenc,p1,40,320,4.39
suburb31.y4m,4,hevc_nvenc,p1,40,320,4.192
suburb31.y4m,0,hevc_nvenc,p2,18,0,6.286
suburb31.y4m,1,hevc_nvenc,p2,18,0,6.263
suburb31.y4m,2,hevc_nvenc,p2,18,0,6.297
suburb31.y4m,3,hevc_nvenc,p2,18,0,6.271
suburb31.y4m,4,hevc_nvenc,p2,18,0,6.269
suburb31.y4m,0,hevc_nvenc,p2,18,320,3.923
suburb31.y4m,1,hevc_nvenc,p2,18,320,4.043
suburb31.y4m,2,hevc_nvenc,p2,18,320,4.307
suburb31.y4m,3,hevc_nvenc,p2,18,320,4.217
suburb31.y4m,4,hevc_nvenc,p2,18,320,4.155
suburb31.y4m,0,hevc_nvenc,p2,20,0,6.323
suburb31.y4m,1,hevc_nvenc,p2,20,0,6.262
suburb31.y4m,2,hevc_nvenc,p2,20,0,6.258
suburb31.y4m,3,hevc_nvenc,p2,20,0,6.267
suburb31.y4m,4,hevc_nvenc,p2,20,0,6.264
suburb31.y4m,0,hevc_nvenc,p2,20,320,4.227
suburb31.y4m,1,hevc_nvenc,p2,20,320,4.063
suburb31.y4m,2,hevc_nvenc,p2,20,320,4.11
suburb31.y4m,3,hevc_nvenc,p2,20,320,4.443
suburb31.y4m,4,hevc_nvenc,p2,20,320,4.098
suburb31.y4m,0,hevc_nvenc,p2,22,0,6.286
suburb31.y4m,1,hevc_nvenc,p2,22,0,6.257
suburb31.y4m,2,hevc_nvenc,p2,22,0,6.26
suburb31.y4m,3,hevc_nvenc,p2,22,0,6.262
suburb31.y4m,4,hevc_nvenc,p2,22,0,6.248
suburb31.y4m,0,hevc_nvenc,p2,22,320,4.075
suburb31.y4m,1,hevc_nvenc,p2,22,320,3.978
suburb31.y4m,2,hevc_nvenc,p2,22,320,4.336
suburb31.y4m,3,hevc_nvenc,p2,22,320,3.901
suburb31.y4m,4,hevc_nvenc,p2,22,320,4.384
suburb31.y4m,0,hevc_nvenc,p2,24,0,6.305
suburb31.y4m,1,hevc_nvenc,p2,24,0,6.249
suburb31.y4m,2,hevc_nvenc,p2,24,0,6.264
suburb31.y4m,3,hevc_nvenc,p2,24,0,6.26
suburb31.y4m,4,hevc_nvenc,p2,24,0,6.261
suburb31.y4m,0,hevc_nvenc,p2,24,320,4.016
suburb31.y4m,1,hevc_nvenc,p2,24,320,4.099
suburb31.y4m,2,hevc_nvenc,p2,24,320,4.075
suburb31.y4m,3,hevc_nvenc,p2,24,320,4.281
suburb31.y4m,4,hevc_nvenc,p2,24,320,4.369
suburb31.y4m,0,hevc_nvenc,p2,26,0,6.283
suburb31.y4m,1,hevc_nvenc,p2,26,0,6.275
suburb31.y4m,2,hevc_nvenc,p2,26,0,6.279
suburb31.y4m,3,hevc_nvenc,p2,26,0,6.294
suburb31.y4m,4,hevc_nvenc,p2,26,0,6.269
suburb31.y4m,0,hevc_nvenc,p2,26,320,4.505
suburb31.y4m,1,hevc_nvenc,p2,26,320,3.991
suburb31.y4m,2,hevc_nvenc,p2,26,320,4.176
suburb31.y4m,3,hevc_nvenc,p2,26,320,4.214
suburb31.y4m,4,hevc_nvenc,p2,26,320,3.912
suburb31.y4m,0,hevc_nvenc,p2,28,0,6.278
suburb31.y4m,1,hevc_nvenc,p2,28,0,6.264
suburb31.y4m,2,hevc_nvenc,p2,28,0,6.261
suburb31.y4m,3,hevc_nvenc,p2,28,0,6.255
suburb31.y4m,4,hevc_nvenc,p2,28,0,6.262
suburb31.y4m,0,hevc_nvenc,p2,28,320,4.386
suburb31.y4m,1,hevc_nvenc,p2,28,320,4.448
suburb31.y4m,2,hevc_nvenc,p2,28,320,4.045
suburb31.y4m,3,hevc_nvenc,p2,28,320,4.052
suburb31.y4m,4,hevc_nvenc,p2,28,320,4.427
suburb31.y4m,0,hevc_nvenc,p2,30,0,6.297
suburb31.y4m,1,hevc_nvenc,p2,30,0,6.273
suburb31.y4m,2,hevc_nvenc,p2,30,0,6.279
suburb31.y4m,3,hevc_nvenc,p2,30,0,6.251
suburb31.y4m,4,hevc_nvenc,p2,30,0,6.257
suburb31.y4m,0,hevc_nvenc,p2,30,320,3.811
suburb31.y4m,1,hevc_nvenc,p2,30,320,3.878
suburb31.y4m,2,hevc_nvenc,p2,30,320,4.259
suburb31.y4m,3,hevc_nvenc,p2,30,320,4.028
suburb31.y4m,4,hevc_nvenc,p2,30,320,4.161
suburb31.y4m,0,hevc_nvenc,p2,32,0,6.289
suburb31.y4m,1,hevc_nvenc,p2,32,0,6.249
suburb31.y4m,2,hevc_nvenc,p2,32,0,6.265
suburb31.y4m,3,hevc_nvenc,p2,32,0,6.263
suburb31.y4m,4,hevc_nvenc,p2,32,0,6.285
suburb31.y4m,0,hevc_nvenc,p2,32,320,4.275
suburb31.y4m,1,hevc_nvenc,p2,32,320,4.102
suburb31.y4m,2,hevc_nvenc,p2,32,320,4.238
suburb31.y4m,3,hevc_nvenc,p2,32,320,4.071
suburb31.y4m,4,hevc_nvenc,p2,32,320,4.272
suburb31.y4m,0,hevc_nvenc,p2,34,0,6.319
suburb31.y4m,1,hevc_nvenc,p2,34,0,6.253
suburb31.y4m,2,hevc_nvenc,p2,34,0,6.29
suburb31.y4m,3,hevc_nvenc,p2,34,0,6.252
suburb31.y4m,4,hevc_nvenc,p2,34,0,6.261
suburb31.y4m,0,hevc_nvenc,p2,34,320,4.366
suburb31.y4m,1,hevc_nvenc,p2,34,320,3.969
suburb31.y4m,2,hevc_nvenc,p2,34,320,4.133
suburb31.y4m,3,hevc_nvenc,p2,34,320,4.115
suburb31.y4m,4,hevc_nvenc,p2,34,320,4.101
suburb31.y4m,0,hevc_nvenc,p2,36,0,6.294
suburb31.y4m,1,hevc_nvenc,p2,36,0,6.261
suburb31.y4m,2,hevc_nvenc,p2,36,0,6.265
suburb31.y4m,3,hevc_nvenc,p2,36,0,6.274
suburb31.y4m,4,hevc_nvenc,p2,36,0,6.264
suburb31.y4m,0,hevc_nvenc,p2,36,320,3.988
suburb31.y4m,1,hevc_nvenc,p2,36,320,3.915
suburb31.y4m,2,hevc_nvenc,p2,36,320,4.044
suburb31.y4m,3,hevc_nvenc,p2,36,320,4.136
suburb31.y4m,4,hevc_nvenc,p2,36,320,4.071
suburb31.y4m,0,hevc_nvenc,p2,38,0,6.275
suburb31.y4m,1,hevc_nvenc,p2,38,0,6.282
suburb31.y4m,2,hevc_nvenc,p2,38,0,6.278
suburb31.y4m,3,hevc_nvenc,p2,38,0,6.263
suburb31.y4m,4,hevc_nvenc,p2,38,0,6.268
suburb31.y4m,0,hevc_nvenc,p2,38,320,4.015
suburb31.y4m,1,hevc_nvenc,p2,38,320,4.072
suburb31.y4m,2,hevc_nvenc,p2,38,320,4.147
suburb31.y4m,3,hevc_nvenc,p2,38,320,4.083
suburb31.y4m,4,hevc_nvenc,p2,38,320,4.091
suburb31.y4m,0,hevc_nvenc,p2,40,0,6.296
suburb31.y4m,1,hevc_nvenc,p2,40,0,6.285
suburb31.y4m,2,hevc_nvenc,p2,40,0,6.266
suburb31.y4m,3,hevc_nvenc,p2,40,0,6.248
suburb31.y4m,4,hevc_nvenc,p2,40,0,6.27
suburb31.y4m,0,hevc_nvenc,p2,40,320,4.173
suburb31.y4m,1,hevc_nvenc,p2,40,320,3.735
suburb31.y4m,2,hevc_nvenc,p2,40,320,4.193
suburb31.y4m,3,hevc_nvenc,p2,40,320,4.332
suburb31.y4m,4,hevc_nvenc,p2,40,320,4.13
suburb31.y4m,0,hevc_nvenc,p3,18,0,6.556
suburb31.y4m,1,hevc_nvenc,p3,18,0,6.507
suburb31.y4m,2,hevc_nvenc,p3,18,0,6.522
suburb31.y4m,3,hevc_nvenc,p3,18,0,6.511
suburb31.y4m,4,hevc_nvenc,p3,18,0,6.537
suburb31.y4m,0,hevc_nvenc,p3,18,320,4.067
suburb31.y4m,1,hevc_nvenc,p3,18,320,3.725
suburb31.y4m,2,hevc_nvenc,p3,18,320,4.174
suburb31.y4m,3,hevc_nvenc,p3,18,320,3.982
suburb31.y4m,4,hevc_nvenc,p3,18,320,4.192
suburb31.y4m,0,hevc_nvenc,p3,20,0,6.536
suburb31.y4m,1,hevc_nvenc,p3,20,0,6.516
suburb31.y4m,2,hevc_nvenc,p3,20,0,6.528
suburb31.y4m,3,hevc_nvenc,p3,20,0,6.509
suburb31.y4m,4,hevc_nvenc,p3,20,0,6.546
suburb31.y4m,0,hevc_nvenc,p3,20,320,3.811
suburb31.y4m,1,hevc_nvenc,p3,20,320,4.272
suburb31.y4m,2,hevc_nvenc,p3,20,320,4.238
suburb31.y4m,3,hevc_nvenc,p3,20,320,4.394
suburb31.y4m,4,hevc_nvenc,p3,20,320,4.493
suburb31.y4m,0,hevc_nvenc,p3,22,0,6.533
suburb31.y4m,1,hevc_nvenc,p3,22,0,6.515
suburb31.y4m,2,hevc_nvenc,p3,22,0,6.515
suburb31.y4m,3,hevc_nvenc,p3,22,0,6.534
suburb31.y4m,4,hevc_nvenc,p3,22,0,6.517
suburb31.y4m,0,hevc_nvenc,p3,22,320,4.113
suburb31.y4m,1,hevc_nvenc,p3,22,320,4.025
suburb31.y4m,2,hevc_nvenc,p3,22,320,4.218
suburb31.y4m,3,hevc_nvenc,p3,22,320,3.824
suburb31.y4m,4,hevc_nvenc,p3,22,320,4.272
suburb31.y4m,0,hevc_nvenc,p3,24,0,6.555
suburb31.y4m,1,hevc_nvenc,p3,24,0,6.514
suburb31.y4m,2,hevc_nvenc,p3,24,0,6.52
suburb31.y4m,3,hevc_nvenc,p3,24,0,6.539
suburb31.y4m,4,hevc_nvenc,p3,24,0,6.506
suburb31.y4m,0,hevc_nvenc,p3,24,320,4.022
suburb31.y4m,1,hevc_nvenc,p3,24,320,3.967
suburb31.y4m,2,hevc_nvenc,p3,24,320,4.429
suburb31.y4m,3,hevc_nvenc,p3,24,320,4.19
suburb31.y4m,4,hevc_nvenc,p3,24,320,3.799
suburb31.y4m,0,hevc_nvenc,p3,26,0,6.544
suburb31.y4m,1,hevc_nvenc,p3,26,0,6.516
suburb31.y4m,2,hevc_nvenc,p3,26,0,6.506
suburb31.y4m,3,hevc_nvenc,p3,26,0,6.512
suburb31.y4m,4,hevc_nvenc,p3,26,0,6.515
suburb31.y4m,0,hevc_nvenc,p3,26,320,4.241
suburb31.y4m,1,hevc_nvenc,p3,26,320,3.874
suburb31.y4m,2,hevc_nvenc,p3,26,320,4.433
suburb31.y4m,3,hevc_nvenc,p3,26,320,4.36
suburb31.y4m,4,hevc_nvenc,p3,26,320,4.075
suburb31.y4m,0,hevc_nvenc,p3,28,0,6.543
suburb31.y4m,1,hevc_nvenc,p3,28,0,6.517
suburb31.y4m,2,hevc_nvenc,p3,28,0,6.517
suburb31.y4m,3,hevc_nvenc,p3,28,0,6.51
suburb31.y4m,4,hevc_nvenc,p3,28,0,6.519
suburb31.y4m,0,hevc_nvenc,p3,28,320,4.289
suburb31.y4m,1,hevc_nvenc,p3,28,320,4.341
suburb31.y4m,2,hevc_nvenc,p3,28,320,4.317
suburb31.y4m,3,hevc_nvenc,p3,28,320,3.767
suburb31.y4m,4,hevc_nvenc,p3,28,320,4.205
suburb31.y4m,0,hevc_nvenc,p3,30,0,6.543
suburb31.y4m,1,hevc_nvenc,p3,30,0,6.513
suburb31.y4m,2,hevc_nvenc,p3,30,0,6.506
suburb31.y4m,3,hevc_nvenc,p3,30,0,6.519
suburb31.y4m,4,hevc_nvenc,p3,30,0,6.502
suburb31.y4m,0,hevc_nvenc,p3,30,320,4.151
suburb31.y4m,1,hevc_nvenc,p3,30,320,4.588
suburb31.y4m,2,hevc_nvenc,p3,30,320,4.078
suburb31.y4m,3,hevc_nvenc,p3,30,320,4.254
suburb31.y4m,4,hevc_nvenc,p3,30,320,3.822
suburb31.y4m,0,hevc_nvenc,p3,32,0,6.529
suburb31.y4m,1,hevc_nvenc,p3,32,0,6.505
suburb31.y4m,2,hevc_nvenc,p3,32,0,6.503
suburb31.y4m,3,hevc_nvenc,p3,32,0,6.529
suburb31.y4m,4,hevc_nvenc,p3,32,0,6.516
suburb31.y4m,0,hevc_nvenc,p3,32,320,4.396
suburb31.y4m,1,hevc_nvenc,p3,32,320,3.911
suburb31.y4m,2,hevc_nvenc,p3,32,320,3.684
suburb31.y4m,3,hevc_nvenc,p3,32,320,4.038
suburb31.y4m,4,hevc_nvenc,p3,32,320,4.043
suburb31.y4m,0,hevc_nvenc,p3,34,0,6.555
suburb31.y4m,1,hevc_nvenc,p3,34,0,6.523
suburb31.y4m,2,hevc_nvenc,p3,34,0,6.509
suburb31.y4m,3,hevc_nvenc,p3,34,0,6.516
suburb31.y4m,4,hevc_nvenc,p3,34,0,6.575
suburb31.y4m,0,hevc_nvenc,p3,34,320,3.675
suburb31.y4m,1,hevc_nvenc,p3,34,320,3.796
suburb31.y4m,2,hevc_nvenc,p3,34,320,4.211
suburb31.y4m,3,hevc_nvenc,p3,34,320,3.891
suburb31.y4m,4,hevc_nvenc,p3,34,320,4.16
suburb31.y4m,0,hevc_nvenc,p3,36,0,6.539
suburb31.y4m,1,hevc_nvenc,p3,36,0,6.555
suburb31.y4m,2,hevc_nvenc,p3,36,0,6.506
suburb31.y4m,3,hevc_nvenc,p3,36,0,6.511
suburb31.y4m,4,hevc_nvenc,p3,36,0,6.567
suburb31.y4m,0,hevc_nvenc,p3,36,320,4.361
suburb31.y4m,1,hevc_nvenc,p3,36,320,4.052
suburb31.y4m,2,hevc_nvenc,p3,36,320,4.303
suburb31.y4m,3,hevc_nvenc,p3,36,320,4.069
suburb31.y4m,4,hevc_nvenc,p3,36,320,4.37
suburb31.y4m,0,hevc_nvenc,p3,38,0,6.554
suburb31.y4m,1,hevc_nvenc,p3,38,0,6.527
suburb31.y4m,2,hevc_nvenc,p3,38,0,6.539
suburb31.y4m,3,hevc_nvenc,p3,38,0,6.508
suburb31.y4m,4,hevc_nvenc,p3,38,0,6.518
suburb31.y4m,0,hevc_nvenc,p3,38,320,4.44
suburb31.y4m,1,hevc_nvenc,p3,38,320,4.265
suburb31.y4m,2,hevc_nvenc,p3,38,320,3.982
suburb31.y4m,3,hevc_nvenc,p3,38,320,4.088
suburb31.y4m,4,hevc_nvenc,p3,38,320,4.133
suburb31.y4m,0,hevc_nvenc,p3,40,0,6.559
suburb31.y4m,1,hevc_nvenc,p3,40,0,6.506
suburb31.y4m,2,hevc_nvenc,p3,40,0,6.524
suburb31.y4m,3,hevc_nvenc,p3,40,0,6.503
suburb31.y4m,4,hevc_nvenc,p3,40,0,6.511
suburb31.y4m,0,hevc_nvenc,p3,40,320,4.119
suburb31.y4m,1,hevc_nvenc,p3,40,320,4.394
suburb31.y4m,2,hevc_nvenc,p3,40,320,3.837
suburb31.y4m,3,hevc_nvenc,p3,40,320,4.155
suburb31.y4m,4,hevc_nvenc,p3,40,320,4.015
suburb31.y4m,0,hevc_nvenc,p4,18,0,7.906
suburb31.y4m,1,hevc_nvenc,p4,18,0,7.875
suburb31.y4m,2,hevc_nvenc,p4,18,0,7.875
suburb31.y4m,3,hevc_nvenc,p4,18,0,7.876
suburb31.y4m,4,hevc_nvenc,p4,18,0,7.874
suburb31.y4m,0,hevc_nvenc,p4,18,320,4.469
suburb31.y4m,1,hevc_nvenc,p4,18,320,3.91
suburb31.y4m,2,hevc_nvenc,p4,18,320,4.442
suburb31.y4m,3,hevc_nvenc,p4,18,320,4.032
suburb31.y4m,4,hevc_nvenc,p4,18,320,4.336
suburb31.y4m,0,hevc_nvenc,p4,20,0,7.882
suburb31.y4m,1,hevc_nvenc,p4,20,0,7.888
suburb31.y4m,2,hevc_nvenc,p4,20,0,7.873
suburb31.y4m,3,hevc_nvenc,p4,20,0,7.872
suburb31.y4m,4,hevc_nvenc,p4,20,0,7.884
suburb31.y4m,0,hevc_nvenc,p4,20,320,3.977
suburb31.y4m,1,hevc_nvenc,p4,20,320,4.01
suburb31.y4m,2,hevc_nvenc,p4,20,320,4.521
suburb31.y4m,3,hevc_nvenc,p4,20,320,4.281
suburb31.y4m,4,hevc_nvenc,p4,20,320,4.047
suburb31.y4m,0,hevc_nvenc,p4,22,0,7.949
suburb31.y4m,1,hevc_nvenc,p4,22,0,7.946
suburb31.y4m,2,hevc_nvenc,p4,22,0,7.948
suburb31.y4m,3,hevc_nvenc,p4,22,0,7.942
suburb31.y4m,4,hevc_nvenc,p4,22,0,7.942
suburb31.y4m,0,hevc_nvenc,p4,22,320,4.096
suburb31.y4m,1,hevc_nvenc,p4,22,320,4.233
suburb31.y4m,2,hevc_nvenc,p4,22,320,4.476
suburb31.y4m,3,hevc_nvenc,p4,22,320,4.385
suburb31.y4m,4,hevc_nvenc,p4,22,320,4.191
suburb31.y4m,0,hevc_nvenc,p4,24,0,7.941
